Clustered 140	primary and secondary	data			
9
Xlocation					
Ylocation					
Zlocation					
Primary					
Secondary					
Declustering	Weight				
X_isotropic (axis (40,20,20), rot (45,0,0))
Y_isotropic (axis (40,20,20), rot (45,0,0))
Z_isotropic (axis (40,20,20), rot (45,0,0))
   39.5000000       18.5000000       0.00000000       5.99999987E-02  0.219999999       1.61899996       14.8492422       82.0243835       0.00000000    
   5.50000000       1.50000000       0.00000000       5.99999987E-02  0.270000011       1.61899996       2.82842708       9.89949512       0.00000000    
   38.5000000       5.50000000       0.00000000       7.99999982E-02  0.400000006       1.41600001       23.3345242       62.2253952       0.00000000    
   20.5000000       1.50000000       0.00000000       9.00000036E-02  0.389999986       1.82099998       13.4350290       31.1126976       0.00000000    
   27.5000000       14.5000000       0.00000000       9.00000036E-02  0.239999995       1.34899998       9.19238853       59.3969688       0.00000000    
   40.5000000       21.5000000       0.00000000      0.100000001      0.479999989      0.944000006       13.4350290       87.6812439       0.00000000    
   15.5000000       3.50000000       0.00000000      0.100000001      0.209999993       1.21399999       8.48528099       26.8700581       0.00000000    
   6.50000000       25.5000000       0.00000000      0.109999999      0.360000014       1.61899996      -13.4350290       45.2548332       0.00000000    
   38.5000000       21.5000000       0.00000000      0.109999999      0.219999999       1.14600003       12.0208158       84.8528137       0.00000000    
   23.5000000       18.5000000       0.00000000      0.159999996      0.300000012       1.82099998       3.53553414       59.3969688       0.00000000    
  0.500000000       25.5000000       0.00000000      0.159999996      0.310000002       1.34899998      -17.6776695       36.7695541       0.00000000    
   9.50000000       19.5000000       0.00000000      0.170000002      0.300000012       1.01199996      -7.07106781       41.0121918       0.00000000    
   36.5000000       43.5000000       0.00000000      0.180000007       1.60000002      0.944000006      -4.94974709       113.137085       0.00000000    
   21.5000000       5.50000000       0.00000000      0.189999998      0.589999974       1.41600001       11.3137083       38.1837654       0.00000000    
   13.5000000       3.50000000       0.00000000      0.189999998      0.180000007       1.14600003       7.07106781       24.0416298       0.00000000    
